investor_id,avg_gap_days,at_risk
INV000690,56.285714285714285,True
INV000691,66.4,True
INV000698,52.25,True
INV000699,42.8,True
INV000701,83.66666666666667,True
INV000707,34.375,False
INV000709,65.16666666666667,True
INV000710,88.6,True
INV000714,37.0,True
INV000718,57.833333333333336,True
INV000719,72.83333333333333,True
INV000724,81.2,True
INV000725,67.66666666666667,True
INV000734,64.0,True
INV000737,92.6,True
INV000747,84.6,True
INV000750,26.5,False
INV000751,53.0,True
INV000754,72.33333333333333,True
INV000759,83.0,True
INV000761,75.16666666666667,True
INV000768,60.0,True
INV000772,46.0,True
INV000774,73.66666666666667,True
INV000776,59.42857142857143,True
INV000777,66.0,True
INV000778,59.714285714285715,True
INV000779,75.0,True
INV000783,89.8,True
INV000785,32.6,False
INV000786,64.125,True
INV000789,55.142857142857146,True
INV000793,69.14285714285714,True
INV000803,77.16666666666667,True
INV000814,94.0,True
INV000822,55.5,True
INV000823,39.666666666666664,True
INV000827,58.285714285714285,True
INV000830,72.2,True
INV000833,67.28571428571429,True
INV000836,84.8,True
INV000843,55.6,True
INV000844,66.16666666666667,True
INV000847,47.8,True
INV000853,49.333333333333336,True
INV000854,61.25,True
INV000858,44.875,True
INV000862,91.2,True
INV000864,40.8,True
INV000865,45.75,True
INV000869,65.4,True
INV000873,73.5,True
INV000874,62.125,True
INV000877,59.4,True
INV000881,46.111111111111114,True
INV000887,65.66666666666667,True
INV000888,80.33333333333333,True
INV000893,59.5,True
INV000894,55.0,True
INV000901,54.0,True
INV000907,59.2,True
INV000920,75.6,True
INV000926,80.0,True
INV000929,58.166666666666664,True
INV000930,32.42857142857143,False
INV000935,30.875,False
INV000939,60.57142857142857,True
INV000942,53.0,True
INV000949,67.5,True
INV000950,91.0,True
INV000971,46.833333333333336,True
INV000974,73.5,True
INV000977,48.77777777777778,True
INV000979,79.8,True
INV000980,44.42857142857143,True
INV000981,50.4,True
INV000986,60.833333333333336,True
INV000994,63.8,True
INV001001,60.285714285714285,True
INV001002,41.666666666666664,True
INV001005,93.6,True
INV001008,64.66666666666667,True
INV001013,96.8,True
INV001017,67.0,True
INV001019,44.875,True
INV001021,68.66666666666667,True
INV001023,72.42857142857143,True
INV001025,38.8,True
INV001026,69.4,True
INV001037,42.0,True
INV001039,66.2,True
INV001041,83.0,True
INV001047,66.16666666666667,True
INV001048,47.0,True
INV001051,54.142857142857146,True
INV001053,55.857142857142854,True
INV001055,93.2,True
INV001060,53.375,True
INV001061,51.125,True
INV001063,43.285714285714285,True
INV001064,59.5,True
INV001069,41.285714285714285,True
INV001070,97.0,True
INV001092,77.33333333333333,True
INV001099,26.142857142857142,False
INV001102,55.333333333333336,True
INV001115,81.4,True
INV001116,58.125,True
INV001117,61.714285714285715,True
INV001130,76.83333333333333,True
INV001137,57.0,True
INV001140,60.4,True
INV001141,97.6,True
INV001142,42.833333333333336,True
INV001156,102.4,True
INV001160,57.57142857142857,True
INV001161,80.6,True
INV001163,67.33333333333333,True
INV001167,96.2,True
INV001170,68.2,True
INV001173,67.0,True
INV001178,79.66666666666667,True
INV001180,74.4,True
INV001181,67.42857142857143,True
INV001190,97.0,True
INV001195,53.42857142857143,True
INV001196,92.2,True
INV001202,58.0,True
INV001206,83.6,True
INV001208,51.833333333333336,True
INV001210,36.875,True
INV001217,60.142857142857146,True
INV001219,50.857142857142854,True
INV001220,77.16666666666667,True
INV001223,70.83333333333333,True
INV001234,60.57142857142857,True
INV001235,59.0,True
INV001237,98.0,True
INV001238,68.5,True
INV001242,69.8,True
INV001251,82.0,True
INV001262,44.833333333333336,True
INV001274,73.33333333333333,True
INV001275,66.66666666666667,True
INV001282,67.0,True
INV001287,92.2,True
INV001288,45.666666666666664,True
INV001291,76.2,True
INV001295,50.75,True
INV001298,71.83333333333333,True
INV001299,51.25,True
INV001304,97.6,True
INV001308,54.625,True
INV001310,81.2,True
INV001314,50.44444444444444,True
INV001315,51.833333333333336,True
INV001316,92.4,True
INV001317,84.8,True
INV001318,46.22222222222222,True
INV001326,69.42857142857143,True
INV001329,68.2,True
INV001331,94.2,True
INV001332,80.0,True
INV001333,78.66666666666667,True
INV001336,65.85714285714286,True
INV001348,47.833333333333336,True
INV001351,70.5,True
INV001355,60.2,True
INV001356,79.2,True
INV001359,72.5,True
INV001361,50.5,True
INV001367,99.0,True
INV001375,78.5,True
INV001376,78.66666666666667,True
INV001383,56.142857142857146,True
INV001387,57.25,True
INV001394,63.57142857142857,True
INV001400,76.8,True
INV001401,68.6,True
INV001406,47.666666666666664,True
INV001407,45.2,True
INV001415,68.14285714285714,True
INV001418,88.6,True
INV001419,85.8,True
INV001423,48.57142857142857,True
INV001428,79.4,True
INV001432,71.4,True
INV001434,80.6,True
INV001442,57.125,True
INV001454,73.0,True
INV001455,64.71428571428571,True
INV001457,43.8,True
INV001458,59.833333333333336,True
INV001466,44.6,True
INV001472,79.0,True
INV001482,80.6,True
INV001485,55.0,True
INV001491,98.8,True
INV001497,63.0,True
INV001504,54.25,True
INV001507,86.2,True
INV001510,66.83333333333333,True
INV001514,51.833333333333336,True
INV001516,56.8,True
INV001526,50.4,True
INV001530,64.66666666666667,True
INV001532,56.833333333333336,True
INV001536,69.0,True
INV001545,92.8,True
INV001547,72.16666666666667,True
INV001548,80.6,True
INV001550,79.0,True
INV001551,61.8,True
INV001562,44.22222222222222,True
INV001564,55.714285714285715,True
INV001569,83.4,True
INV001579,75.0,True
INV001580,45.666666666666664,True
INV001585,56.6,True
INV001587,65.0,True
INV001597,56.0,True
INV001599,58.2,True
INV001602,93.8,True
INV001603,54.5,True
INV001605,60.57142857142857,True
INV001606,67.66666666666667,True
INV001616,53.0,True
INV001623,92.0,True
INV001625,72.0,True
INV001628,51.714285714285715,True
INV001629,67.5,True
INV001631,57.0,True
INV001636,48.875,True
INV001641,88.4,True
INV001644,65.6,True
INV001645,67.6,True
INV001649,51.666666666666664,True
INV001651,78.66666666666667,True
INV001653,55.2,True
INV001654,56.0,True
INV001656,59.857142857142854,True
INV001662,60.2,True
INV001672,34.0,False
INV001673,49.3,True
INV001680,58.875,True
INV001683,72.5,True
INV001689,83.6,True
INV001690,81.16666666666667,True
INV001691,82.0,True
INV001694,66.14285714285714,True
INV001697,62.5,True
INV001699,83.2,True
INV001709,51.8,True
INV001711,65.83333333333333,True
INV001712,66.6,True
INV001715,68.28571428571429,True
INV001718,84.0,True
INV001724,69.66666666666667,True
INV001728,50.57142857142857,True
INV001737,56.833333333333336,True
INV001738,47.5,True
INV001739,52.5,True
INV001741,89.4,True
INV001744,78.5,True
INV001752,69.33333333333333,True
INV001753,42.8,True
INV001757,55.57142857142857,True
INV001759,49.55555555555556,True
INV001769,98.0,True
INV001772,95.0,True
INV001775,29.142857142857142,False
INV001777,57.625,True
INV001778,63.57142857142857,True
INV001797,79.66666666666667,True
INV001800,49.666666666666664,True
INV001802,61.666666666666664,True
INV001803,59.0,True
INV001804,55.857142857142854,True
INV001806,60.0,True
INV001809,95.6,True
INV001811,54.25,True
INV001822,19.8,False
INV001823,58.142857142857146,True
INV001826,51.2,True
INV001828,44.42857142857143,True
INV001831,72.8,True
INV001837,62.833333333333336,True
INV001841,56.2,True
INV001853,47.42857142857143,True
INV001858,55.142857142857146,True
INV001865,63.5,True
INV001866,58.8,True
INV001870,76.0,True
INV001871,55.0,True
INV001883,99.2,True
INV001885,71.2,True
INV001886,50.75,True
INV001890,102.6,True
INV001891,96.4,True
INV001909,62.142857142857146,True
INV001912,86.4,True
INV001920,39.0,True
INV001921,68.57142857142857,True
INV001923,80.66666666666667,True
INV001924,59.166666666666664,True
INV001927,58.8,True
INV001929,66.2,True
INV001937,60.42857142857143,True
INV001938,43.0,True
INV001943,74.4,True
INV001950,60.166666666666664,True
INV001951,58.833333333333336,True
INV001954,86.8,True
INV001955,76.0,True
INV001961,83.4,True
INV001969,79.2,True
INV001971,54.714285714285715,True
INV001972,42.42857142857143,True
INV001978,83.2,True
INV001979,55.4,True
INV001982,85.8,True
INV001986,47.666666666666664,True
INV001987,67.0,True
INV001990,45.285714285714285,True
INV001993,56.6,True
INV001995,48.6,True
INV001997,88.6,True
INV002001,84.8,True
INV002006,73.6,True
INV002010,74.6,True
INV002017,44.666666666666664,True
INV002018,63.6,True
INV002019,68.8,True
INV002025,55.833333333333336,True
INV002033,55.0,True
INV002034,69.0,True
INV002037,33.2,False
INV002038,84.0,True
INV002051,78.6,True
INV002052,44.166666666666664,True
INV002069,47.55555555555556,True
INV002070,81.33333333333333,True
INV002083,51.666666666666664,True
INV002085,65.0,True
INV002090,90.2,True
INV002092,33.5,False
INV002101,80.2,True
INV002102,44.8,True
INV002107,71.14285714285714,True
INV002111,62.42857142857143,True
INV002119,78.0,True
INV002121,68.5,True
INV002122,40.333333333333336,True
INV002127,60.2,True
INV002134,82.66666666666667,True
INV002138,91.8,True
INV002142,45.5,True
INV002143,63.57142857142857,True
INV002149,42.285714285714285,True
INV002150,73.6,True
INV002151,60.375,True
INV002153,67.83333333333333,True
INV002154,89.4,True
INV002155,78.0,True
INV002157,58.5,True
INV002159,65.0,True
INV002162,58.375,True
INV002166,99.2,True
INV002171,55.833333333333336,True
INV002177,73.0,True
INV002178,66.42857142857143,True
INV002179,54.142857142857146,True
INV002182,70.5,True
INV002185,48.4,True
INV002186,74.83333333333333,True
INV002187,67.83333333333333,True
INV002195,49.25,True
INV002196,62.142857142857146,True
INV002198,43.0,True
INV002199,50.833333333333336,True
INV002202,70.42857142857143,True
INV002206,49.0,True
INV002208,71.33333333333333,True
INV002211,63.833333333333336,True
INV002216,61.714285714285715,True
INV002218,67.8,True
INV002219,70.85714285714286,True
INV002228,68.6,True
INV002229,64.6,True
INV002230,57.57142857142857,True
INV002232,69.16666666666667,True
INV002236,73.66666666666667,True
INV002237,51.666666666666664,True
INV002240,77.83333333333333,True
INV002241,65.66666666666667,True
INV002251,62.6,True
INV002256,75.6,True
INV002259,45.333333333333336,True
INV002260,77.8,True
INV002265,63.166666666666664,True
INV002277,67.33333333333333,True
INV002280,71.66666666666667,True
INV002282,53.2,True
INV002284,85.0,True
INV002290,61.6,True
INV002294,48.714285714285715,True
INV002295,64.5,True
INV002298,23.2,False
INV002304,42.55555555555556,True
INV002315,71.83333333333333,True
INV002319,60.0,True
INV002322,63.4,True
INV002327,76.4,True
INV002329,57.0,True
INV002342,74.2,True
INV002343,57.75,True
INV002347,40.5,True
INV002348,94.4,True
INV002349,52.2,True
INV002351,77.2,True
INV002357,68.33333333333333,True
INV002360,56.125,True
INV002361,55.4,True
INV002367,52.5,True
INV002368,61.166666666666664,True
INV002369,60.0,True
INV002370,70.16666666666667,True
INV002372,95.2,True
INV002373,70.14285714285714,True
INV002374,21.2,False
INV002384,39.111111111111114,True
INV002388,33.2,False
INV002389,50.77777777777778,True
INV002390,47.0,True
INV002391,40.2,True
INV002395,97.0,True
INV002400,55.375,True
INV002401,59.142857142857146,True
INV002402,47.166666666666664,True
INV002407,47.833333333333336,True
INV002409,55.57142857142857,True
INV002413,53.0,True
INV002415,57.42857142857143,True
INV002417,83.33333333333333,True
INV002418,91.6,True
INV002420,72.8,True
INV002422,50.333333333333336,True
INV002429,78.6,True
INV002434,88.2,True
INV002437,49.166666666666664,True
INV002445,38.142857142857146,True
INV002453,63.0,True
INV002458,72.4,True
INV002459,53.714285714285715,True
INV002463,95.4,True
INV002464,35.4,True
INV002466,80.66666666666667,True
INV002467,38.857142857142854,True
INV002471,56.4,True
INV002475,49.666666666666664,True
INV002476,86.0,True
INV002485,70.4,True
INV002490,70.0,True
INV002495,82.2,True
INV002496,53.0,True
INV002497,67.28571428571429,True
INV002508,51.625,True
INV002509,33.666666666666664,False
INV002510,64.33333333333333,True
INV002521,74.6,True
INV002527,49.666666666666664,True
INV002530,71.42857142857143,True
INV002531,76.33333333333333,True
INV002543,74.66666666666667,True
INV002547,89.0,True
INV002552,48.22222222222222,True
INV002554,49.666666666666664,True
INV002555,72.0,True
INV002557,67.16666666666667,True
INV002558,97.6,True
INV002560,95.2,True
INV002563,65.8,True
INV002567,82.0,True
INV002568,61.57142857142857,True
INV002570,62.0,True
INV002572,55.714285714285715,True
INV002574,79.4,True
INV002575,56.125,True
INV002579,40.8,True
INV002582,77.4,True
INV002585,65.0,True
INV002586,87.2,True
INV002590,50.22222222222222,True
INV002591,52.2,True
INV002594,94.0,True
INV002598,51.375,True
INV002602,66.0,True
INV002606,89.6,True
INV002613,65.0,True
INV002622,76.66666666666667,True
INV002627,85.0,True
INV002628,77.0,True
INV002632,65.57142857142857,True
INV002640,70.0,True
INV002643,74.2,True
INV002645,45.166666666666664,True
INV002654,61.857142857142854,True
INV002659,62.333333333333336,True
INV002666,53.166666666666664,True
INV002671,77.16666666666667,True
INV002673,65.0,True
INV002674,75.8,True
INV002675,63.857142857142854,True
INV002681,83.66666666666667,True
INV002684,80.6,True
INV002688,37.0,True
INV002689,50.0,True
INV002693,45.833333333333336,True
INV002697,55.333333333333336,True
INV002700,79.83333333333333,True
INV002704,59.142857142857146,True
INV002705,22.571428571428573,False
INV002706,73.6,True
INV002711,65.57142857142857,True
INV002712,46.8,True
INV002722,61.4,True
INV002723,37.75,True
INV002724,76.6,True
INV002726,45.57142857142857,True
INV002732,70.71428571428571,True
INV002733,51.57142857142857,True
INV002735,68.16666666666667,True
INV002736,70.6,True
INV002737,58.42857142857143,True
INV002743,88.2,True
INV002744,52.888888888888886,True
INV002746,68.0,True
INV002750,72.4,True
INV002751,41.5,True
INV002758,81.0,True
INV002761,80.6,True
INV002766,70.6,True
INV002767,55.333333333333336,True
INV002769,82.0,True
INV002772,74.5,True
INV002779,64.2,True
INV002783,64.0,True
INV002786,76.33333333333333,True
INV002793,59.333333333333336,True
INV002794,56.166666666666664,True
INV002799,70.8,True
INV002800,63.5,True
INV002803,64.83333333333333,True
INV002804,59.857142857142854,True
INV002808,59.666666666666664,True
INV002809,81.4,True
INV002810,32.285714285714285,False
INV002813,49.0,True
INV002822,53.0,True
INV002824,71.83333333333333,True
INV002826,61.6,True
INV002827,73.6,True
INV002828,80.0,True
INV002831,40.2,True
INV002835,82.33333333333333,True
INV002838,56.714285714285715,True
INV002841,43.4,True
INV002843,43.142857142857146,True
INV002847,52.666666666666664,True
INV002850,53.166666666666664,True
INV002852,75.8,True
INV002859,76.5,True
INV002863,74.4,True
INV002865,37.2,True
INV002870,48.2,True
INV002872,85.6,True
INV002873,98.2,True
INV002879,72.16666666666667,True
INV002881,43.6,True
INV002883,96.0,True
INV002886,44.333333333333336,True
INV002891,72.71428571428571,True
INV002893,50.0,True
INV002900,64.2,True
INV002903,89.6,True
INV002904,49.333333333333336,True
INV002905,73.0,True
INV002906,41.2,True
INV002909,82.33333333333333,True
INV002912,97.0,True
INV002913,73.66666666666667,True
INV002915,49.285714285714285,True
INV002921,53.333333333333336,True
INV002927,40.285714285714285,True
INV002935,48.0,True
INV002937,67.16666666666667,True
INV002939,60.5,True
INV002942,55.5,True
INV002945,65.0,True
INV002947,64.16666666666667,True
INV002950,45.857142857142854,True
INV002951,51.833333333333336,True
INV002961,84.66666666666667,True
INV002974,51.333333333333336,True
INV002984,91.0,True
INV002989,86.6,True
INV002994,58.166666666666664,True
INV003000,67.0,True
INV003003,58.25,True
INV003005,53.142857142857146,True
INV003007,48.25,True
INV003009,38.125,True
INV003011,64.16666666666667,True
INV003014,82.4,True
INV003015,54.666666666666664,True
INV003018,49.2,True
INV003022,69.6,True
INV003024,44.2,True
INV003025,35.285714285714285,True
INV003028,91.4,True
INV003034,73.4,True
INV003036,57.714285714285715,True
INV003037,79.5,True
INV003040,74.0,True
INV003043,73.83333333333333,True
INV003044,71.16666666666667,True
INV003045,36.2,True
INV003047,70.14285714285714,True
INV003054,78.66666666666667,True
INV003060,79.0,True
INV003063,57.833333333333336,True
INV003070,54.5,True
INV003074,74.8,True
INV003075,57.42857142857143,True
INV003078,69.16666666666667,True
INV003082,46.42857142857143,True
INV003083,66.4,True
INV003089,65.0,True
INV003091,50.875,True
INV003095,86.6,True
INV003097,62.714285714285715,True
INV003105,65.5,True
INV003112,91.6,True
INV003113,66.85714285714286,True
INV003115,48.0,True
INV003117,66.57142857142857,True
INV003134,76.83333333333333,True
INV003139,55.166666666666664,True
INV003140,57.0,True
INV003141,67.5,True
INV003144,82.5,True
INV003146,59.5,True
INV003151,81.0,True
INV003153,40.666666666666664,True
INV003158,55.625,True
INV003161,77.4,True
INV003169,62.6,True
INV003178,56.4,True
INV003179,56.25,True
INV003185,65.2,True
INV003187,58.25,True
INV003189,55.125,True
INV003191,76.8,True
INV003193,96.6,True
INV003196,80.33333333333333,True
INV003205,67.66666666666667,True
INV003210,72.2,True
INV003211,69.0,True
INV003214,59.8,True
INV003215,60.833333333333336,True
INV003219,57.2,True
INV003221,61.166666666666664,True
INV003222,81.5,True
INV003223,67.71428571428571,True
INV003228,70.16666666666667,True
INV003230,67.5,True
INV003231,83.0,True
INV003234,96.6,True
INV003236,51.125,True
INV003242,61.0,True
INV003247,84.6,True
INV003252,67.6,True
INV003256,51.0,True
INV003257,61.8,True
INV003260,89.4,True
INV003262,85.2,True
INV003267,74.4,True
INV003271,61.166666666666664,True
INV003273,60.142857142857146,True
INV003277,53.714285714285715,True
INV003279,63.375,True
INV003289,64.83333333333333,True
INV003300,64.8,True
INV003301,59.375,True
INV003304,44.22222222222222,True
INV003308,56.75,True
INV003310,80.8,True
INV003311,48.0,True
INV003314,73.5,True
INV003317,44.142857142857146,True
INV003320,45.285714285714285,True
INV003325,101.0,True
INV003329,89.0,True
INV003336,72.33333333333333,True
INV003338,37.5,True
INV003344,86.6,True
INV003350,92.4,True
INV003351,54.0,True
INV003352,68.14285714285714,True
INV003357,62.4,True
INV003360,59.42857142857143,True
INV003370,63.333333333333336,True
INV003372,59.4,True
INV003374,56.5,True
INV003375,52.714285714285715,True
INV003376,85.8,True
INV003379,75.16666666666667,True
INV003380,72.4,True
INV003382,34.2,False
INV003391,56.6,True
INV003393,63.714285714285715,True
INV003395,79.0,True
INV003398,55.42857142857143,True
INV003403,56.6,True
INV003404,50.285714285714285,True
INV003405,41.0,True
INV003406,59.0,True
INV003407,57.42857142857143,True
INV003422,84.66666666666667,True
INV003424,73.16666666666667,True
INV003427,84.2,True
INV003430,73.4,True
INV003431,51.4,True
INV003432,61.333333333333336,True
INV003435,73.83333333333333,True
INV003437,91.2,True
INV003448,74.5,True
INV003450,47.666666666666664,True
INV003455,35.5,True
INV003457,60.5,True
INV003458,67.85714285714286,True
INV003459,59.4,True
INV003473,95.8,True
INV003475,56.0,True
INV003478,56.625,True
INV003479,65.71428571428571,True
INV003480,82.4,True
INV003484,73.8,True
INV003487,70.6,True
INV003491,59.125,True
INV003492,90.8,True
INV003495,49.22222222222222,True
INV003506,67.0,True
INV003509,60.875,True
INV003511,65.57142857142857,True
INV003514,74.2,True
INV003518,67.8,True
INV003521,89.0,True
INV003524,64.16666666666667,True
INV003526,88.2,True
INV003528,58.625,True
INV003530,51.0,True
INV003531,76.4,True
INV003534,52.714285714285715,True
INV003545,90.0,True
INV003556,77.6,True
INV003557,66.4,True
INV003558,39.166666666666664,True
INV003559,48.333333333333336,True
INV003562,80.5,True
INV003564,71.0,True
INV003580,72.16666666666667,True
INV003581,51.285714285714285,True
INV003582,49.333333333333336,True
INV003586,54.285714285714285,True
INV003592,75.6,True
INV003593,78.2,True
INV003598,68.0,True
INV003599,50.0,True
INV003601,45.25,True
INV003604,90.2,True
INV003607,70.4,True
INV003611,68.83333333333333,True
INV003613,67.42857142857143,True
INV003619,72.0,True
INV003625,62.4,True
INV003627,59.166666666666664,True
INV003630,52.0,True
INV003633,78.8,True
INV003634,47.8,True
INV003635,47.111111111111114,True
INV003641,67.0,True
INV003642,53.166666666666664,True
INV003645,95.2,True
INV003649,96.8,True
INV003650,33.9,False
INV003654,60.5,True
INV003655,49.77777777777778,True
INV003658,70.71428571428571,True
INV003660,79.0,True
INV003669,53.5,True
INV003670,70.85714285714286,True
INV003672,77.2,True
INV003673,68.85714285714286,True
INV003678,32.8,False
INV003681,51.0,True
INV003683,92.4,True
INV003684,98.2,True
INV003685,80.2,True
INV003686,96.6,True
INV003693,71.33333333333333,True
INV003695,51.666666666666664,True
INV003696,75.8,True
INV003697,76.66666666666667,True
INV003702,72.66666666666667,True
INV003705,78.8,True
INV003707,68.6,True
INV003708,60.5,True
INV003709,80.2,True
INV003710,78.6,True
INV003711,72.2,True
INV003712,79.6,True
INV003713,81.5,True
INV003718,91.4,True
INV003720,74.6,True
INV003722,50.666666666666664,True
INV003723,61.8,True
INV003724,68.0,True
INV003733,88.8,True
INV003734,59.0,True
INV003735,45.857142857142854,True
INV003736,77.16666666666667,True
INV003738,50.6,True
INV003740,51.833333333333336,True
INV003741,67.66666666666667,True
INV003744,86.8,True
INV003745,70.2,True
INV003748,56.142857142857146,True
INV003757,81.83333333333333,True
INV003761,51.857142857142854,True
INV003766,65.28571428571429,True
INV003767,47.5,True
INV003771,50.77777777777778,True
INV003772,34.5,False
INV003775,74.0,True
INV003779,76.4,True
INV003780,57.42857142857143,True
INV003781,64.83333333333333,True
INV003785,74.2,True
INV003787,63.25,True
INV003793,72.33333333333333,True
INV003795,67.66666666666667,True
INV003811,78.66666666666667,True
INV003812,50.833333333333336,True
INV003813,82.2,True
INV003815,72.5,True
INV003824,71.5,True
INV003825,81.2,True
INV003828,30.666666666666668,False
INV003829,48.55555555555556,True
INV003830,71.4,True
INV003844,68.5,True
INV003847,50.0,True
INV003849,77.2,True
INV003851,57.833333333333336,True
INV003860,46.0,True
INV003862,60.166666666666664,True
INV003865,85.16666666666667,True
INV003868,87.6,True
INV003872,45.375,True
INV003876,77.6,True
INV003880,68.57142857142857,True
INV003885,71.6,True
INV003892,55.22222222222222,True
INV003896,82.0,True
INV003897,71.6,True
INV003903,50.285714285714285,True
INV003905,62.5,True
INV003906,55.111111111111114,True
INV003912,68.6,True
INV003913,61.42857142857143,True
INV003916,67.2,True
INV003920,66.85714285714286,True
INV003936,89.6,True
INV003938,52.5,True
INV003940,70.66666666666667,True
INV003943,42.5,True
INV003945,56.333333333333336,True
INV003946,69.16666666666667,True
INV003948,43.666666666666664,True
INV003952,54.666666666666664,True
INV003958,85.6,True
INV003962,68.71428571428571,True
INV003964,51.22222222222222,True
INV003968,92.4,True
INV003972,84.2,True
INV003975,50.142857142857146,True
INV003978,68.14285714285714,True
INV003979,56.0,True
INV003981,67.66666666666667,True
INV003985,93.0,True
INV003996,95.2,True
INV004001,40.285714285714285,True
INV004004,40.77777777777778,True
INV004005,73.66666666666667,True
INV004007,38.833333333333336,True
